,Id,TrackToken,DeviceToken,IncomingTrackId,StartDate,EndDate,Distance,Duration,AccelerationCount,DecelerationCount,Rating,PhoneUsage,TrackOrigin,OriginChanged,AddressStart,AddressFinish,DistanceGPS,Urban,Region,Country,RatingOverSpeed,RatingAcceleration,RatingTimeOfDay,RatingPhoneUsage,OverSpeedMileage,MidOverSpeedMileage,HighOverSpeedMileage,OriginalTrackOrigin,CompanyId,RushHours,NightHours,DailyHours,RatingDeceleration,KOverSpeed,KAcceleration,KTimeOfDay,KDeceleration,MaxSpeed,AverageSpeed,PhoneUsageOverSpeed,PhoneUsageKm,PhoneUsageOverSpeedKm,KPhoneUsage,Prediction,EcoScoringFuel,EcoScoringTyres,EcoScoringBrakes,EcoScoringDepreciation,EcoScoring,Shared,CityStart,CityFinish,UpdateDT
0,1651786,5735CCE7-CDB2-4537-8C8C-CEEE2F80D876,5EE3A642-0254-415C-94D0-43272864C279,3750023,2018-08-23 13:42:34.000000,2018-08-23 14:09:54,11.09221863,27.33333333,0,1,3,2.75,OriginalDriver,False,"Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",11.151,True,Москва,Россия,5,5,5,3,0.08900000000000001,0.0,0.0,,1055,0.0,0.0,27.33333397,4,1.0,1.0,1.0,0.8999999759999999,60.12000275,37.44574133,0.0,1.734,0.0,0.660000026,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
1,1654839,66C8E384-A368-40C4-9D72-5A15D951F4A1,5EE3A642-0254-415C-94D0-43272864C279,3758144,2018-08-24 08:20:01.000000,2018-08-24 08:46:09,9.877571547999999,26.13333333,1,0,3,1.45,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","проспект Вернадского 3А, Гагаринский, Москва, Россия",10.482000000000001,True,Москва,Россия,5,4,3,4,0.603,0.0,0.0,,1055,26.13333321,0.0,0.0,5,1.0,0.8999999759999999,0.800000012,1.0,62.71199799,37.15044523,0.0,0.44299999999999995,0.0,0.939999998,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
2,1656200,E6CB3E89-E251-4183-A890-BB4380E9F96A,5EE3A642-0254-415C-94D0-43272864C279,3761703,2018-08-24 13:44:43.000000,2018-08-24 14:07:52,5.164464376000001,23.15,0,0,5,0.05,OriginalDriver,False,"Профсоюзная улица 44, Черёмушки, Москва, Россия","улица Миклухо-Маклая 40, Коньково, Москва, Россия",5.1080000000000005,True,Москва,Россия,5,5,5,5,0.44799999999999995,0.0,0.0,,1055,0.0,0.0,23.14999962,5,1.0,1.0,1.0,1.0,67.17599487,35.44021412,0.0,0.076,0.0,1.0,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
3,1657730,3636DCE8-2AFF-41F2-9C83-4E45451E7CC1,5EE3A642-0254-415C-94D0-43272864C279,3765578,2018-08-24 19:20:13.000000,2018-08-24 19:49:08,11.73809356,28.91666667,0,0,3,4.133333333,OriginalDriver,False,"улица Миклухо-Маклая 40, Коньково, Москва, Россия","Донская улица 14 корп 1, Якиманка, Москва, Россия",12.433,True,Москва,Россия,5,5,3,3,2.5860000000000003,0.11699999999999999,0.0,,1055,28.91666603,0.0,0.0,5,1.0,1.0,0.800000012,1.0,73.0799942,39.14646999,0.0,1.649,0.0,0.699999988,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
4,1658201,4E4FDD52-F257-43F2-8E27-59F030E68503,5EE3A642-0254-415C-94D0-43272864C279,3767420,2018-08-24 23:27:32.000000,2018-08-24 23:38:12,6.475946261,10.66666667,0,0,4,2.483333333,OriginalDriver,False,"Профсоюзная улица, Академический, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",6.415,True,Москва,Россия,5,5,5,4,0.44799999999999995,0.0,0.0,,1055,0.0,0.0,10.66666698,5,1.0,1.0,1.0,1.0,67.31999969,44.11420299,0.0,0.588,0.0,0.800000012,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
5,1661036,0AF79440-B165-41E3-8C6A-4874BD8F60F8,5EE3A642-0254-415C-94D0-43272864C279,3776094,2018-08-25 15:37:46.000000,2018-08-25 15:41:54,1.568998991,4.133333333,0,0,2,0.6,OriginalDriver,False,"улица Бутлерова 19А стр 1, Коньково, Москва, Россия","улица Миклухо-Маклая 55, Коньково, Москва, Россия",1.5019999999999998,True,Москва,Россия,5,5,5,1,0.0,0.0,0.0,,1055,0.0,0.0,4.1333332060000005,5,1.0,1.0,1.0,1.0,58.2480011,35.52299935,0.0,0.484,0.0,0.379999995,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
6,1662232,4EB19256-B04F-4D3A-A032-FBD33AEF3A40,5EE3A642-0254-415C-94D0-43272864C279,3779672,2018-08-25 15:55:59.000000,2018-08-25 16:38:12,42.76954618,42.21666667,0,0,2,0.5166666670000001,OriginalDriver,False,"улица Миклухо-Маклая 55, Коньково, Москва, Россия","Москва, Россия",42.716,False,Москва,Россия,1,5,5,5,11.421,6.885,6.962000000000001,,1055,0.0,0.0,42.21666718,5,0.200000003,1.0,1.0,1.0,117.0,75.89291761,0.0,0.473,0.0,1.0,,0,100,100,25,17.5,0,Москва,Москва,2001-01-01 00:00:00.000000
7,1663760,D50E0050-C027-4281-B48D-8747D8CBF4B7,5EE3A642-0254-415C-94D0-43272864C279,3785982,2018-08-26 10:46:44.000000,2018-08-26 11:14:42,30.73628549,27.96666667,1,2,1,3.0333333330000003,OriginalDriver,False,"Калужское шоссе 1В, Красная Пахра посёлок, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",30.174,False,Москва,Россия,1,5,5,4,8.524,8.37,4.069,,1055,0.0,0.0,27.96666718,4,0.200000003,1.0,1.0,0.8999999759999999,117.5039978,70.9234343,0.6,2.911,0.8,0.800000012,,0,100,100,50,25.0,0,Москва,Москва,2001-01-01 00:00:00.000000
8,1663820,4651CD5E-ABC4-41B9-895A-1DAF47751099,5EE3A642-0254-415C-94D0-43272864C279,3786146,2018-08-26 11:21:04.000000,2018-08-26 11:33:44,4.688970333,12.66666667,0,0,4,0.7,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия",5.181,True,Москва,Россия,5,5,5,4,2.5869999999999997,0.16899999999999998,0.0,,1055,0.0,0.0,12.66666698,5,1.0,1.0,1.0,1.0,73.36799622,41.15264903,0.0,0.45899999999999996,0.0,0.8199999929999999,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
9,1664315,D4311228-80A6-4FFA-BA14-F30BEB9F3D16,5EE3A642-0254-415C-94D0-43272864C279,3787915,2018-08-26 13:17:00.000000,2018-08-26 13:32:34,5.63390233,15.56666667,0,1,2,2.2,OriginalDriver,False,"Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия","Коньково, Москва, Россия",6.582999999999999,True,Москва,Россия,5,5,5,2,1.0959999999999999,0.0,0.0,,1055,0.0,0.0,15.5666666,4,1.0,1.0,1.0,0.8999999759999999,69.37200165,42.84882152,0.0,1.656,0.0,0.47999998899999996,,100,100,100,25,77.50000763,0,Москва,Москва,2001-01-01 00:00:00.000000
10,1664413,E40AE149-5599-4E65-A3EA-F99809718B61,5EE3A642-0254-415C-94D0-43272864C279,3788528,2018-08-26 13:55:51.000000,2018-08-26 14:00:46,0.38201171,4.916666667,0,0,3,1.083333333,OriginalDriver,False,"Коньково, Москва, Россия","улица Миклухо-Маклая 51, Коньково, Москва, Россия",1.375,True,Москва,Россия,5,5,5,3,1.143,0.0,0.0,,1055,0.0,0.0,4.9166665080000005,5,1.0,1.0,1.0,1.0,32.86800003,13.60625767,0.0,0.145,0.0,0.7699999809999999,,100,100,100,25,77.50000763,0,Москва,Москва,2001-01-01 00:00:00.000000
11,1665983,1D3E607A-DEE3-4144-8D6F-7672CF8D47F4,5EE3A642-0254-415C-94D0-43272864C279,3793010,2018-08-26 22:28:07.000000,2018-08-26 22:38:00,1.317304176,9.883333333,0,0,5,0.0,OriginalDriver,False,"Коньково, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",1.268,True,Москва,Россия,5,5,5,5,0.048,0.0,0.0,,1055,0.0,0.0,9.883333206,5,1.0,1.0,1.0,1.0,49.787998200000004,16.90951236,0.0,0.01,0.0,1.0,,100,100,100,25,77.50000763,0,Москва,Москва,2001-01-01 00:00:00.000000
12,1667147,95DE5F9E-BA1E-43BD-94D6-A8984CE3253F,5EE3A642-0254-415C-94D0-43272864C279,3796205,2018-08-27 08:15:38.000000,2018-08-27 08:55:35,12.6511996,39.95,0,0,4,0.9,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",13.548,True,Москва,Россия,5,5,3,5,0.82,0.0,0.0,,1055,39.95000076,0.0,0.0,5,1.0,1.0,0.800000012,1.0,65.52000427,34.36277585,0.0,0.069,0.0,1.0,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
13,1668543,F0C6D054-69D1-4751-B359-22E85F019FD1,5EE3A642-0254-415C-94D0-43272864C279,3799869,2018-08-27 14:10:53.000000,2018-08-27 14:35:12,9.079714182,24.31666667,0,1,4,0.0,OriginalDriver,False,"улица Косыгина 2, Гагаринский, Москва, Россия","Коньково, Москва, Россия",9.857000000000001,True,Москва,Россия,5,5,5,5,0.56,0.0,0.0,,1055,0.0,0.0,24.31666756,4,1.0,1.0,1.0,0.8999999759999999,71.38800049,38.20346787,0.0,0.0,0.0,1.0,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
14,1671245,26AD44E6-CFB0-4391-A24D-A14238F94C77,5EE3A642-0254-415C-94D0-43272864C279,3807638,2018-08-28 08:18:29.000000,2018-08-28 08:51:55,10.83407729,33.43333333,0,0,3,3.05,OriginalDriver,False,"улица Миклухо-Маклая 32, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия",12.93,True,Москва,Россия,5,5,3,3,0.512,0.0,0.0,,1055,33.43333435,0.0,0.0,5,1.0,1.0,0.800000012,1.0,71.27999878,38.44530347,0.0,1.72,0.0,0.699999988,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
15,1672505,8FE07962-E1BD-4297-AD54-B46471F85DAB,5EE3A642-0254-415C-94D0-43272864C279,3810920,2018-08-28 13:41:04.000000,2018-08-28 14:09:58,10.80429989,28.9,0,0,5,0.583333333,OriginalDriver,False,"Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",11.507,True,Москва,Россия,5,5,5,5,0.0,0.0,0.0,,1055,0.0,0.0,28.89999962,5,1.0,1.0,1.0,1.0,58.7519989,37.763408899999995,0.0,0.193,0.0,1.0,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
16,1675480,B6B09537-103C-462F-833D-144428E61506,5EE3A642-0254-415C-94D0-43272864C279,3818935,2018-08-29 08:32:06.000000,2018-08-29 09:11:35,12.03724183,39.48333333,0,2,3,0.18333333300000001,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 78, Хамовники, Москва, Россия",13.605,True,Москва,Россия,5,5,3,5,0.92,0.0,0.0,,1055,39.48333359,0.0,0.0,3,1.0,1.0,0.800000012,0.800000012,66.16799164,35.70638762,0.0,0.057999999999999996,0.0,1.0,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
17,1676663,666385FE-F059-4E44-BF57-3D4A48929358,5EE3A642-0254-415C-94D0-43272864C279,3822347,2018-08-29 14:07:17.000000,2018-08-29 14:33:14,9.595506231,25.95,0,0,5,0.0,OriginalDriver,False,"Лужнецкая набережная 2/4 стр 78, Хамовники, Москва, Россия","Коньково, Москва, Россия",11.589,True,Москва,Россия,5,5,5,5,0.076,0.0,0.0,,1055,0.0,0.0,25.95000076,5,1.0,1.0,1.0,1.0,52.91999817,35.65499912,0.0,0.0,0.0,1.0,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
18,1678304,076B1670-320E-455E-8A99-F36329FE9F1A,5EE3A642-0254-415C-94D0-43272864C279,3827544,2018-08-29 22:56:41.000000,2018-08-29 23:50:13,24.40158631,53.53333333,0,0,4,0.0,OriginalDriver,False,"Профсоюзная улица, Коньково, Москва, Россия","улица Введенского, Коньково, Москва, Россия",24.084,False,Москва,Россия,4,5,5,5,4.8919999999999995,0.5579999999999999,0.21100000000000002,,1055,0.0,0.0,53.53333282,5,0.800000012,1.0,1.0,1.0,93.92399597,43.46701083,0.0,0.091,0.0,1.0,,0,100,100,25,17.5,0,Москва,Москва,2001-01-01 00:00:00.000000
19,1679477,DF5432C1-0C40-4B12-BA22-151B0243C7EA,5EE3A642-0254-415C-94D0-43272864C279,3830565,2018-08-30 08:23:09.000000,2018-08-30 09:05:11,12.99953757,42.03333333,0,0,3,0.9,OriginalDriver,False,"улица Введенского, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 71, Хамовники, Москва, Россия",13.370999999999999,True,Москва,Россия,4,5,3,5,1.004,0.045,0.166,,1055,42.03333282,0.0,0.0,5,0.800000012,1.0,0.800000012,1.0,62.31599808,31.45955544,0.0,0.185,0.0,1.0,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
20,1680749,5637EDB0-5673-46A4-8B2E-028153C7EF44,5EE3A642-0254-415C-94D0-43272864C279,3833911,2018-08-30 13:44:30.000000,2018-08-30 14:16:51,9.671167882999999,32.35,0,0,5,0.05,OriginalDriver,False,"Лужнецкая набережная 2/4 стр 71, Хамовники, Москва, Россия","улица Миклухо-Маклая 36 корп 1, Коньково, Москва, Россия",12.002,True,Москва,Россия,5,5,5,5,0.203,0.0,0.0,,1055,0.0,0.0,32.34999847,5,1.0,1.0,1.0,1.0,61.84799957,33.23947014,0.0,0.0,0.0,1.0,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
21,1681424,FFE4CB19-C522-48CE-8F6F-1D490BC269B4,5EE3A642-0254-415C-94D0-43272864C279,3835794,2018-08-30 16:53:33.000000,2018-08-30 16:59:14,1.0650687970000001,5.683333332999999,0,0,5,0.0,OriginalDriver,False,"улица Миклухо-Маклая 36 корп 1, Коньково, Москва, Россия","Профсоюзная улица 85 корп 1 стр 1, Коньково, Москва, Россия",1.4,True,Москва,Россия,5,5,5,5,0.0,0.0,0.0,,1055,0.0,0.0,5.683333397,5,1.0,1.0,1.0,1.0,43.52399826,27.97321952,0.0,0.0,0.0,1.0,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
22,1682329,297D83A0-813A-4056-A3BA-6C4497559BC7,5EE3A642-0254-415C-94D0-43272864C279,3838174,2018-08-30 20:59:19.000000,2018-08-30 21:03:37,1.319903067,4.3,0,0,5,0.0,OriginalDriver,False,"Профсоюзная улица 102 стр 1, Коньково, Москва, Россия","улица Бутлерова 26, Коньково, Москва, Россия",1.422,True,Москва,Россия,5,5,5,5,0.0,0.0,0.0,,1055,0.649999976,0.0,3.650000095,5,1.0,1.0,0.9954993129999999,1.0,51.26399612,26.65999908,0.0,0.0,0.0,1.0,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
23,1682446,98FAF057-B061-4E13-A412-809622EF07AC,5EE3A642-0254-415C-94D0-43272864C279,3838507,2018-08-30 21:55:41.000000,2018-08-30 22:15:51,10.77572404,20.16666667,0,0,5,0.0,OriginalDriver,False,"улица Бутлерова 26, Коньково, Москва, Россия","проезд Апакова, Якиманка, Москва, Россия",12.440999999999999,True,Москва,Россия,5,5,5,5,1.588,0.0,0.0,,1055,0.0,0.0,20.16666603,5,1.0,1.0,1.0,1.0,65.26799774,44.82940365,0.0,0.0,0.0,1.0,,100,100,100,25,77.50000763,0,Москва,Москва,2001-01-01 00:00:00.000000
24,1682550,8D688C42-6110-4498-A09E-7D74D7751897,5EE3A642-0254-415C-94D0-43272864C279,3838820,2018-08-30 22:52:22.000000,2018-08-30 23:55:16,32.05191037,62.9,0,0,4,2.6,OriginalDriver,False,"проезд Апакова, Якиманка, Москва, Россия","улица Введенского, Коньково, Москва, Россия",31.693,False,Москва,Россия,5,5,5,4,6.152,0.27399999999999997,0.0,,1055,0.0,0.0,62.90000153,5,1.0,1.0,1.0,1.0,90.10800171,44.12989752,0.0,1.3330000000000002,0.0,0.939999998,,0,100,100,0,10.0,0,Москва,Москва,2001-01-01 00:00:00.000000
25,1683761,BB136E0A-F917-4EFC-A23F-2CAEEF0BC598,5EE3A642-0254-415C-94D0-43272864C279,3842195,2018-08-31 08:25:15.000000,2018-08-31 09:05:05,12.03778937,39.83333333,0,0,4,1.3666666669999998,OriginalDriver,False,"улица Введенского, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",12.647,True,Москва,Россия,5,5,3,5,0.9390000000000001,0.302,0.0,,1055,39.83333206,0.0,0.0,5,1.0,1.0,0.800000012,1.0,62.67599869,31.84329213,0.0,0.142,0.0,1.0,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
26,1685146,B481194C-22B8-4C12-8B3A-A9DB14D92273,5EE3A642-0254-415C-94D0-43272864C279,3845680,2018-08-31 14:03:51.000000,2018-08-31 14:34:07,10.47536045,30.26666667,0,0,5,0.0,OriginalDriver,False,"3-е Транспортное кольцо, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",10.28,True,Москва,Россия,5,5,5,5,0.025,0.0,0.0,,1055,0.0,0.0,30.26666641,5,1.0,1.0,1.0,1.0,57.23999786,31.71241979,0.0,0.0,0.0,1.0,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
27,1686264,68F8000A-9F9D-4AFA-BC15-A232557E6292,5EE3A642-0254-415C-94D0-43272864C279,3848600,2018-08-31 17:58:04.000000,2018-08-31 18:32:17,11.61818379,34.21666667,0,0,4,0.55,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","улица Шаболовка 2 стр 1, Якиманка, Москва, Россия",11.93,True,Москва,Россия,5,5,3,5,1.725,0.0,0.0,,1055,34.21666718,0.0,0.0,5,1.0,1.0,0.800000012,1.0,65.19599915,33.31499442,0.0,0.188,0.0,1.0,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
28,1693305,0C6E1109-906C-4B03-A766-E4590B9B05A7,5EE3A642-0254-415C-94D0-43272864C279,3868865,2018-09-02 12:52:21.000000,2018-09-02 13:14:52,9.92695248,22.51666667,0,1,3,3.3,OriginalDriver,False,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Донская улица 16, Якиманка, Москва, Россия",11.254000000000001,True,Москва,Россия,5,5,5,3,0.8690000000000001,0.0,0.0,,1055,0.0,0.0,22.51666641,4,1.0,1.0,1.0,0.8999999759999999,67.57199859999999,39.2089426,0.0,1.686,0.0,0.6800000070000001,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
29,1694586,5C3AD4AA-6E57-4076-B314-51E9227E4E34,5EE3A642-0254-415C-94D0-43272864C279,3872373,2018-09-02 18:14:25.233644,2018-09-02 18:28:09,5.193443828,13.72943927,0,0,5,0.083333333,OriginalDriver,False,"Профсоюзная улица 3, Академический, Москва, Россия","улица Миклухо-Маклая 57, Коньково, Москва, Россия",6.228,True,Москва,Россия,5,5,5,5,0.743,0.0,0.0,,1055,0.0,0.0,13.72943974,5,1.0,1.0,1.0,1.0,70.19999695,38.66097227,0.0,0.03,0.0,1.0,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
30,1694768,37DE487B-E108-486E-B87A-D386D1D7E25D,5EE3A642-0254-415C-94D0-43272864C279,3872887,2018-09-02 19:10:34.000000,2018-09-02 19:20:06,0.766098783,9.533333333,0,0,5,0.0,OriginalDriver,False,"улица Миклухо-Маклая 57, Коньково, Москва, Россия","Коньково, Москва, Россия",1.7209999999999999,True,Москва,Россия,5,5,5,5,0.038,0.0,0.0,,1055,0.0,0.0,9.533333778,5,1.0,1.0,1.0,1.0,47.95199585,17.20255654,0.0,0.0,0.0,1.0,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
31,1695030,9FDE9A1F-567B-4D98-903C-472329C87D66,5EE3A642-0254-415C-94D0-43272864C279,3873767,2018-09-02 20:38:04.000000,2018-09-02 21:05:11,5.679291732,27.11666667,0,0,4,2.05,OriginalDriver,False,"улица Введенского, Коньково, Москва, Россия","улица Земляной вал 29, Басманный, Москва, Россия",15.380999999999998,True,Москва,Россия,5,5,5,4,0.195,0.0,0.0,,1055,0.0,0.0,27.11666679,5,1.0,1.0,1.0,1.0,61.56000137,41.90997485,0.0,1.521,0.0,0.800000012,,100,100,100,50,85.00000763,0,Москва,Москва,2001-01-01 00:00:00.000000
32,1695125,73D2493F-D291-466E-8755-B2B99D370964,5EE3A642-0254-415C-94D0-43272864C279,3874052,2018-09-02 21:34:23.000000,2018-09-02 22:09:54,12.28721327,35.51666667,0,0,3,3.633333333,OriginalDriver,False,"улица Земляной вал 29, Басманный, Москва, Россия","улица Миклухо-Маклая, Коньково, Москва, Россия",17.406,True,Москва,Россия,5,5,5,3,4.624,0.0,0.0,,1055,0.0,0.0,35.51666641,5,1.0,1.0,1.0,1.0,70.27200317,46.61741357,0.0,2.5069999999999997,0.0,0.6800000070000001,,100,100,100,25,77.50000763,0,Москва,Москва,2001-01-01 00:00:00.000000
33,1696202,4522FA39-3524-4994-8298-AF014C5541A0,5EE3A642-0254-415C-94D0-43272864C279,3877189,2018-09-03 07:55:10.000000,2018-09-03 08:31:53,13.06306778,36.71666667,0,0,3,1.3,OriginalDriver,False,"улица Миклухо-Маклая 32, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",12.856,True,Москва,Россия,5,5,3,4,0.557,0.0,0.0,,1055,32.70000076,0.0,4.016666889,5,1.0,1.0,0.805413842,1.0,64.22399902,33.63731669,0.0,0.5,0.0,0.970000029,,100,100,100,100,100.00000759999999,0,Москва,Москва,2001-01-01 00:00:00.000000
34,1697101,1038FE92-AC08-4317-A959-EABA5B703FE9,5EE3A642-0254-415C-94D0-43272864C279,3879527,2018-09-03 12:11:01.000000,2018-09-03 12:29:35,5.183195053,18.56666667,0,0,4,0.65,OriginalDriver,False,"Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия","улица Колмогорова, Раменки, Москва, Россия",5.445,True,Москва,Россия,4,5,5,4,0.511,0.175,0.07,,1055,0.0,0.0,18.56666756,5,0.800000012,1.0,1.0,1.0,66.63600159,31.91658461,0.0,0.303,0.0,0.910000026,,100,100,100,75,92.5,0,Москва,Москва,2001-01-01 00:00:00.000000
