,Id,IncomingTrackId,StartDate,EndDate,AddressStart,AddressFinish,Country,CityStart,RichTrackId,DeviceToken,StartLat,StartLon,FinishLat,FinishLon
0,1672505,3810920,2018-08-28 13:41:04.0000000 +03:00,2018-08-28 14:09:58.0000000 +03:00,"Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1672505,5EE3A642-0254-415C-94D0-43272864C279,55.71337,37.56957,55.63885,37.53831
1,1675480,3818935,2018-08-29 08:32:06.0000000 +03:00,2018-08-29 09:11:35.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 78, Хамовники, Москва, Россия",Россия,Москва,1675480,5EE3A642-0254-415C-94D0-43272864C279,55.63885,37.53831,55.71384,37.56898
2,1678304,3827544,2018-08-29 22:56:41.0000000 +03:00,2018-08-29 23:50:13.0000000 +03:00,"Профсоюзная улица, Коньково, Москва, Россия","улица Введенского, Коньково, Москва, Россия",Россия,Москва,1678304,5EE3A642-0254-415C-94D0-43272864C279,55.64321705611017,37.52730751413622,55.63901,37.53792
3,1679477,3830565,2018-08-30 08:23:09.0000000 +03:00,2018-08-30 09:05:11.0000000 +03:00,"улица Введенского, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 71, Хамовники, Москва, Россия",Россия,Москва,1679477,5EE3A642-0254-415C-94D0-43272864C279,55.63901,37.53792,55.71377,37.57175
4,1681424,3835794,2018-08-30 16:53:33.0000000 +03:00,2018-08-30 16:59:14.0000000 +03:00,"улица Миклухо-Маклая 36 корп 1, Коньково, Москва, Россия","Профсоюзная улица 85 корп 1 стр 1, Коньково, Москва, Россия",Россия,Москва,1681424,5EE3A642-0254-415C-94D0-43272864C279,55.63921,37.53571,55.64403,37.52803
5,1682550,3838820,2018-08-30 22:52:22.0000000 +03:00,2018-08-30 23:55:16.0000000 +03:00,"проезд Апакова, Якиманка, Москва, Россия","улица Введенского, Коньково, Москва, Россия",Россия,Москва,1682550,5EE3A642-0254-415C-94D0-43272864C279,55.72759,37.61176,55.63899,37.53789
6,1683761,3842195,2018-08-31 08:25:15.0000000 +03:00,2018-08-31 09:05:05.0000000 +03:00,"улица Введенского, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",Россия,Москва,1683761,5EE3A642-0254-415C-94D0-43272864C279,55.63899,37.53789,55.71325,37.57266
7,1718589,3939759,2018-09-08 12:08:27.0000000 +03:00,2018-09-08 12:25:11.0000000 +03:00,"Профсоюзная улица, Коньково, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1718589,5EE3A642-0254-415C-94D0-43272864C279,55.64349579630014,37.52724590714791,55.63886,37.5384
8,1718775,3940239,2018-09-08 12:39:08.0000000 +03:00,2018-09-08 13:09:15.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","улица Кравченко 2, Ломоносовский, Москва, Россия",Россия,Москва,1718775,5EE3A642-0254-415C-94D0-43272864C279,55.63886,37.5384,55.67453,37.5238
9,1720230,3944310,2018-09-08 17:58:48.0000000 +03:00,2018-09-08 18:30:54.0000000 +03:00,"Калужская площадь 1 стр 7, Якиманка, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1720230,5EE3A642-0254-415C-94D0-43272864C279,55.7276,37.61118,55.6389,37.5386
10,1722201,3951396,2018-09-09 10:21:45.8290992 +03:00,2018-09-09 10:28:22.0000000 +03:00,"Профсоюзная улица, Коньково, Москва, Россия","Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия",Россия,Москва,1722201,5EE3A642-0254-415C-94D0-43272864C279,55.65479,37.53813,55.67274,37.5608
11,1722567,3952467,2018-09-09 11:54:50.0000000 +03:00,2018-09-09 12:00:00.0000000 +03:00,"Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия","проспект 60 лет Октября 21, Академический, Москва, Россия",Россия,Москва,1722567,5EE3A642-0254-415C-94D0-43272864C279,55.67274,37.5608,55.6923,37.57607
12,1724317,3957271,2018-09-09 18:16:56.0000000 +03:00,2018-09-09 18:37:29.0000000 +03:00,"Профсоюзная улица, Академический, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1724317,5EE3A642-0254-415C-94D0-43272864C279,55.681826197594106,37.56701418202144,55.63887,37.53845
13,1726239,3963043,2018-09-10 08:17:54.0000000 +03:00,2018-09-10 09:17:31.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",Россия,Москва,1726239,5EE3A642-0254-415C-94D0-43272864C279,55.63887,37.53845,55.71349,37.56942
14,1727089,3965679,2018-09-10 12:41:57.0000000 +03:00,2018-09-10 12:49:12.0000000 +03:00,"Профсоюзная улица 60, Обручевский, Москва, Россия","улица Воронцовские Пруды 5, Обручевский, Москва, Россия",Россия,Москва,1727089,5EE3A642-0254-415C-94D0-43272864C279,55.668029417335674,37.55234912041347,55.6645,37.53494
15,1727489,3966709,2018-09-10 14:11:30.0000000 +03:00,2018-09-10 14:22:06.0000000 +03:00,"улица Воронцовские Пруды 5, Обручевский, Москва, Россия","улица Гарибальди 23 корп 1, Черёмушки, Москва, Россия",Россия,Москва,1727489,5EE3A642-0254-415C-94D0-43272864C279,55.6645,37.53494,55.67256,37.55362
16,1727859,3967639,2018-09-10 15:21:53.0000000 +03:00,2018-09-10 15:43:12.0000000 +03:00,"улица Гарибальди 23 корп 1, Черёмушки, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1727859,5EE3A642-0254-415C-94D0-43272864C279,55.67256,37.55362,55.63894,37.5388
17,1730690,3976044,2018-09-11 08:48:21.0000000 +03:00,2018-09-11 09:18:16.0000000 +03:00,"Ленинский проспект, Обручевский, Москва, Россия","Лужнецкая набережная 2/4 стр 71, Хамовники, Москва, Россия",Россия,Москва,1730690,5EE3A642-0254-415C-94D0-43272864C279,55.6683,37.51644,55.71375,37.57179
18,1753493,4044615,2018-09-16 11:38:36.0000000 +03:00,2018-09-16 11:43:25.0000000 +03:00,"Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия","Профсоюзная улица, Академический, Москва, Россия",Россия,Москва,1753493,5EE3A642-0254-415C-94D0-43272864C279,55.67247,37.56051,55.68529,37.57104
19,1754874,4049142,2018-09-16 17:14:52.0000000 +03:00,2018-09-16 17:35:07.0000000 +03:00,"Ленинский проспект, Якиманка, Москва, Россия","улица Миклухо-Маклая 57, Коньково, Москва, Россия",Россия,Москва,1754874,5EE3A642-0254-415C-94D0-43272864C279,55.711550074151724,37.58645389697583,55.64029,37.53386
20,1755818,4052131,2018-09-16 22:41:32.0000000 +03:00,2018-09-16 22:59:49.0000000 +03:00,"улица Липовый парк 9, Коммунарка, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1755818,5EE3A642-0254-415C-94D0-43272864C279,55.56712,37.48693,55.63887,37.53916
21,1757038,4056097,2018-09-17 08:21:57.0000000 +03:00,2018-09-17 09:07:51.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","улица Ленинские Горы 1 стр 2, Раменки, Москва, Россия",Россия,Москва,1757038,5EE3A642-0254-415C-94D0-43272864C279,55.63887,37.53916,55.69899,37.52829
22,1757650,4057894,2018-09-17 10:31:51.0000000 +03:00,2018-09-17 11:39:01.0000000 +03:00,"улица Ленинские Горы 1 стр 51, Раменки, Москва, Россия","Лужнецкая набережная 2/4 стр 73, Хамовники, Москва, Россия",Россия,Москва,1757650,5EE3A642-0254-415C-94D0-43272864C279,55.69814559543104,37.537876088207156,55.71355,37.57215
23,1758961,4061773,2018-09-17 16:18:08.0000000 +03:00,2018-09-17 16:44:22.0000000 +03:00,"Лужнецкая набережная 2/4 стр 4, Хамовники, Москва, Россия","Профсоюзная улица 80 корп 1, Обручевский, Москва, Россия",Россия,Москва,1758961,5EE3A642-0254-415C-94D0-43272864C279,55.71574314968261,37.57377938370926,55.65769,37.54106
24,1759044,4062064,2018-09-17 16:33:20.0000000 +03:00,2018-09-17 16:56:11.0000000 +03:00,"Профсоюзная улица 8, Академический, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1759044,5EE3A642-0254-415C-94D0-43272864C279,55.68565831990511,37.57109038535279,55.6389,37.53858
25,1763438,4075486,2018-09-18 16:10:24.0000000 +03:00,2018-09-18 16:47:27.0000000 +03:00,"Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1763438,5EE3A642-0254-415C-94D0-43272864C279,55.71343,37.56949,55.63888,37.53846
26,1766122,4084170,2018-09-19 09:32:11.0000000 +03:00,2018-09-19 10:19:27.0000000 +03:00,"улица Введенского, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",Россия,Москва,1766122,5EE3A642-0254-415C-94D0-43272864C279,55.642875703103506,37.541436217760236,55.71345,37.57323
27,1767141,4087503,2018-09-19 13:47:03.6342606 +03:00,2018-09-19 14:32:26.0000000 +03:00,"Профсоюзная улица, Академический, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1767141,5EE3A642-0254-415C-94D0-43272864C279,55.68345,37.56859,55.6392,37.53817
28,1767874,4089738,2018-09-19 17:16:58.0000000 +03:00,2018-09-19 17:26:52.0000000 +03:00,"Коньково, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1767874,5EE3A642-0254-415C-94D0-43272864C279,55.6392,37.53817,55.6389,37.5386
29,1824650,4142114,2018-09-23 10:04:59.0000000 +03:00,2018-09-23 11:08:01.0000000 +03:00,"Москва, Россия","Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия",Россия,Москва,1824650,5EE3A642-0254-415C-94D0-43272864C279,55.38345,37.36317,55.67278,37.56084
30,1825837,4177763,2018-09-25 18:32:59.0000000 +03:00,2018-09-25 19:37:32.0000000 +03:00,"Ленинский проспект, Проспект Вернадского, Москва, Россия","Кантемировская улица 12 корп 1, Москворечье-Сабурово, Москва, Россия",Россия,Москва,1825837,5EE3A642-0254-415C-94D0-43272864C279,55.66454,37.5104,55.6383,37.67233
31,1827772,4184655,2018-09-26 09:47:56.0000000 +03:00,2018-09-26 10:25:59.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","проспект Вернадского, Проспект Вернадского, Москва, Россия",Россия,Москва,1827772,5EE3A642-0254-415C-94D0-43272864C279,55.63893,37.53893,55.67741,37.50766
32,1828519,4187463,2018-09-26 13:04:14.0000000 +03:00,2018-09-26 13:24:05.0000000 +03:00,"улица Ленинские Горы 1 стр 2А, Раменки, Москва, Россия","Лужнецкая набережная 2/4 стр 17, Хамовники, Москва, Россия",Россия,Москва,1828519,5EE3A642-0254-415C-94D0-43272864C279,55.69949,37.53114,55.71325,37.57266
33,1830105,4193573,2018-09-26 19:39:00.0000000 +03:00,2018-09-26 20:00:50.0000000 +03:00,"Соловьиный проезд 20, Ясенево, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1830105,5EE3A642-0254-415C-94D0-43272864C279,55.60441,37.55451,55.63874,37.53814
34,1831600,4198643,2018-09-27 08:22:56.0000000 +03:00,2018-09-27 08:57:34.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","проспект 60 лет Октября 29, Академический, Москва, Россия",Россия,Москва,1831600,5EE3A642-0254-415C-94D0-43272864C279,55.63874,37.53814,55.68929,37.57501
35,1831719,4199107,2018-09-27 08:57:34.0000000 +03:00,2018-09-27 09:18:55.0000000 +03:00,"проспект 60 лет Октября 29, Академический, Москва, Россия","Лужнецкая набережная 2/4 стр 59, Хамовники, Москва, Россия",Россия,Москва,1831719,5EE3A642-0254-415C-94D0-43272864C279,55.68929,37.57501,55.71387,37.57157
36,1834118,4207076,2018-09-27 18:54:11.0000000 +03:00,2018-09-27 18:58:21.0000000 +03:00,"Ломоносовский проспект, Раменки, Москва, Россия","площадь Джавахарлала Неру 1, Раменки, Москва, Россия",Россия,Москва,1834118,5EE3A642-0254-415C-94D0-43272864C279,55.696701225876524,37.529990896617555,55.69397,37.53384
37,1834158,4207219,2018-09-27 19:00:40.0000000 +03:00,2018-09-27 19:05:07.0000000 +03:00,"площадь Джавахарлала Неру 1, Раменки, Москва, Россия","улица Лужники 24 стр 35, Хамовники, Москва, Россия",Россия,Москва,1834158,5EE3A642-0254-415C-94D0-43272864C279,55.69397,37.53384,55.71418,37.56461
38,1834651,4208923,2018-09-27 22:07:11.0000000 +03:00,2018-09-27 22:48:29.0000000 +03:00,"улица Лужники 24 стр 35, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1834651,5EE3A642-0254-415C-94D0-43272864C279,55.71418,37.56461,55.63822,37.53828
39,1839121,4223741,2018-09-28 23:17:55.0000000 +03:00,2018-09-28 23:44:54.0000000 +03:00,"Ленинский проспект, Якиманка, Москва, Россия","улица Введенского, Коньково, Москва, Россия",Россия,Москва,1839121,5EE3A642-0254-415C-94D0-43272864C279,55.72469032264962,37.605580590301535,55.63897,37.53785
40,1841125,4230403,2018-09-29 12:39:46.0000000 +03:00,2018-09-29 13:04:52.0000000 +03:00,"улица Введенского, Коньково, Москва, Россия","улица Марии Ульяновой 3 корп 3, Ломоносовский, Москва, Россия",Россия,Москва,1841125,5EE3A642-0254-415C-94D0-43272864C279,55.63897,37.53785,55.67799,37.52455
41,1841618,4232340,2018-09-29 14:46:25.0000000 +03:00,2018-09-29 15:05:48.0000000 +03:00,"Ленинский проспект, Проспект Вернадского, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1841618,5EE3A642-0254-415C-94D0-43272864C279,55.666607993241236,37.513519468469525,55.63883,37.53822
42,1875179,4323080,2018-10-05 23:31:30.0000000 +03:00,2018-10-05 23:43:37.0000000 +03:00,"Профсоюзная улица 39, Черёмушки, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1875179,5EE3A642-0254-415C-94D0-43272864C279,55.67092360468178,37.55518337715189,55.63889,37.53853
43,1879106,4329643,2018-10-06 12:27:18.0000000 +03:00,2018-10-06 12:57:13.0000000 +03:00,"Коньково, Москва, Россия","Ленинский проспект 88 корп 3, Ломоносовский, Москва, Россия",Россия,Москва,1879106,5EE3A642-0254-415C-94D0-43272864C279,55.63889,37.53853,55.67767,37.52517
44,1880224,4331405,2018-10-06 14:37:35.0000000 +03:00,2018-10-06 14:53:46.0000000 +03:00,"Ленинский проспект 88 корп 3, Ломоносовский, Москва, Россия","Ленинский проспект 11 стр 3, Якиманка, Москва, Россия",Россия,Москва,1880224,5EE3A642-0254-415C-94D0-43272864C279,55.67767,37.52517,55.7224,37.60478
45,1905218,4372612,2018-10-09 13:32:38.0000000 +03:00,2018-10-09 13:41:17.0000000 +03:00,"улица Миклухо-Маклая 30, Коньково, Москва, Россия","улица Миклухо-Маклая 40, Коньково, Москва, Россия",Россия,Москва,1905218,5EE3A642-0254-415C-94D0-43272864C279,55.64192,37.52865,55.6388,37.53943
46,1908402,4377713,2018-10-09 18:40:19.0000000 +03:00,2018-10-09 19:30:41.0000000 +03:00,"улица Марии Ульяновой 3 корп 3, Ломоносовский, Москва, Россия","Кантемировская улица 12 корп 1, Москворечье-Сабурово, Москва, Россия",Россия,Москва,1908402,5EE3A642-0254-415C-94D0-43272864C279,55.67796,37.52459,55.63831,37.67216
47,1912817,4384755,2018-10-10 09:35:24.0000000 +03:00,2018-10-10 10:20:20.0000000 +03:00,"улица Миклухо-Маклая 40, Коньково, Москва, Россия","улица Колмогорова 1, Раменки, Москва, Россия",Россия,Москва,1912817,5EE3A642-0254-415C-94D0-43272864C279,55.63879,37.54034,55.69965,37.5271
48,1948286,4456847,2018-10-14 17:46:45.0000000 +03:00,2018-10-14 18:11:25.0000000 +03:00,"Ленинский проспект 33, Донской, Москва, Россия","улица Миклухо-Маклая 40, Коньково, Москва, Россия",Россия,Москва,1948286,5EE3A642-0254-415C-94D0-43272864C279,55.71256,37.58819,55.63877,37.53941
49,1948991,4459449,2018-10-14 23:02:32.0000000 +03:00,2018-10-14 23:59:22.0000000 +03:00,"А105, Домодедово, Московская область, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Домодедово,1948991,5EE3A642-0254-415C-94D0-43272864C279,55.42734281630761,37.88422420624446,55.63875,37.53815
50,1952926,4473075,2018-10-15 19:05:03.3898187 +03:00,2018-10-15 19:45:25.0000000 +03:00,"площадь Джавахарлала Неру 1, Раменки, Москва, Россия","улица Миклухо-Маклая, Коньково, Москва, Россия",Россия,Москва,1952926,5EE3A642-0254-415C-94D0-43272864C279,55.69403,37.53373,55.63941,37.53858
51,1651786,3750023,2018-08-23 13:42:34.0000000 +03:00,2018-08-23 14:09:54.0000000 +03:00,"Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1651786,5EE3A642-0254-415C-94D0-43272864C279,55.715,37.56625,55.63893,37.53894
52,1676663,3822347,2018-08-29 14:07:17.0000000 +03:00,2018-08-29 14:33:14.0000000 +03:00,"Лужнецкая набережная 2/4 стр 78, Хамовники, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1676663,5EE3A642-0254-415C-94D0-43272864C279,55.71384,37.56898,55.6389,37.5386
53,1680749,3833911,2018-08-30 13:44:30.0000000 +03:00,2018-08-30 14:16:51.0000000 +03:00,"Лужнецкая набережная 2/4 стр 71, Хамовники, Москва, Россия","улица Миклухо-Маклая 36 корп 1, Коньково, Москва, Россия",Россия,Москва,1680749,5EE3A642-0254-415C-94D0-43272864C279,55.71377,37.57175,55.63921,37.53571
54,1682329,3838174,2018-08-30 20:59:19.0000000 +03:00,2018-08-30 21:03:37.0000000 +03:00,"Профсоюзная улица 102 стр 1, Коньково, Москва, Россия","улица Бутлерова 26, Коньково, Москва, Россия",Россия,Москва,1682329,5EE3A642-0254-415C-94D0-43272864C279,55.64363,37.52775,55.64715,37.54078
55,1682446,3838507,2018-08-30 21:55:41.0000000 +03:00,2018-08-30 22:15:51.0000000 +03:00,"улица Бутлерова 26, Коньково, Москва, Россия","проезд Апакова, Якиманка, Москва, Россия",Россия,Москва,1682446,5EE3A642-0254-415C-94D0-43272864C279,55.64715,37.54078,55.72759,37.61176
56,1685146,3845680,2018-08-31 14:03:51.0000000 +03:00,2018-08-31 14:34:07.0000000 +03:00,"3-е Транспортное кольцо, Хамовники, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1685146,5EE3A642-0254-415C-94D0-43272864C279,55.71517502428564,37.5751519203536,55.63894,37.53889
57,1686264,3848600,2018-08-31 17:58:04.0000000 +03:00,2018-08-31 18:32:17.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","улица Шаболовка 2 стр 1, Якиманка, Москва, Россия",Россия,Москва,1686264,5EE3A642-0254-415C-94D0-43272864C279,55.63894,37.53889,55.72723,37.61177
58,1713373,3925133,2018-09-07 08:33:16.0000000 +03:00,2018-09-07 09:14:22.0000000 +03:00,"улица Введенского, Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",Россия,Москва,1713373,5EE3A642-0254-415C-94D0-43272864C279,55.63919,37.53832,55.71344,37.56948
59,1715998,3932171,2018-09-07 19:11:12.0000000 +03:00,2018-09-07 19:26:58.0000000 +03:00,"Лужнецкая набережная 10А стр 11, Хамовники, Москва, Россия","Ленинский проспект 11 стр 3, Якиманка, Москва, Россия",Россия,Москва,1715998,5EE3A642-0254-415C-94D0-43272864C279,55.715272212452916,37.56668410267454,55.72245,37.60474
60,1716596,3934000,2018-09-07 23:20:17.0699602 +03:00,2018-09-07 23:47:48.0000000 +03:00,"Профсоюзная улица, Академический, Москва, Россия","улица Миклухо-Маклая, Коньково, Москва, Россия",Россия,Москва,1716596,5EE3A642-0254-415C-94D0-43272864C279,55.68722,37.57312,55.63956,37.53776
61,1717803,3937593,2018-09-08 09:20:12.0000000 +03:00,2018-09-08 09:24:02.0000000 +03:00,"улица Миклухо-Маклая, Коньково, Москва, Россия","Профсоюзная улица, Коньково, Москва, Россия",Россия,Москва,1717803,5EE3A642-0254-415C-94D0-43272864C279,55.63956,37.53776,55.64278,37.52717
62,1719355,3941873,2018-09-08 14:59:46.0000000 +03:00,2018-09-08 15:12:45.0000000 +03:00,"Ленинский проспект 95 корп 3, Ломоносовский, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1719355,5EE3A642-0254-415C-94D0-43272864C279,55.6720179481284,37.52764432903604,55.63886,37.53835
63,1719650,3942740,2018-09-08 15:54:32.0000000 +03:00,2018-09-08 16:24:41.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","Калужская площадь 1 стр 7, Якиманка, Москва, Россия",Россия,Москва,1719650,5EE3A642-0254-415C-94D0-43272864C279,55.63885,37.53835,55.7276,37.61118
64,1727027,3965510,2018-09-10 12:18:41.0000000 +03:00,2018-09-10 12:33:37.0000000 +03:00,"Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия","Профсоюзная улица 44 корп 2, Черёмушки, Москва, Россия",Россия,Москва,1727027,5EE3A642-0254-415C-94D0-43272864C279,55.71349,37.56942,55.67476,37.55575
65,1730519,3975587,2018-09-11 08:10:23.0000000 +03:00,2018-09-11 08:43:45.0000000 +03:00,"Коньково, Москва, Россия","Ленинский проспект, Обручевский, Москва, Россия",Россия,Москва,1730519,5EE3A642-0254-415C-94D0-43272864C279,55.63894,37.5388,55.6683,37.51644
66,1753083,4043293,2018-09-16 09:49:56.0000000 +03:00,2018-09-16 10:03:37.0000000 +03:00,"улица Миклухо-Маклая, Коньково, Москва, Россия","Профсоюзная улица 29 корп 3, Черёмушки, Москва, Россия",Россия,Москва,1753083,5EE3A642-0254-415C-94D0-43272864C279,55.63932,37.53788,55.67247,37.56051
67,1755755,4051841,2018-09-16 22:09:10.0000000 +03:00,2018-09-16 22:29:01.0000000 +03:00,"улица Миклухо-Маклая 57, Коньково, Москва, Россия","улица Липовый парк 9, Коммунарка, Москва, Россия",Россия,Москва,1755755,5EE3A642-0254-415C-94D0-43272864C279,55.64029,37.53387,55.56743,37.4865
68,1755772,4051884,2018-09-16 22:17:54.0000000 +03:00,2018-09-16 22:33:22.0000000 +03:00,"Профсоюзная улица 132, Тёплый Стан, Москва, Россия","улица Липовый парк 9, Коммунарка, Москва, Россия",Россия,Москва,1755772,5EE3A642-0254-415C-94D0-43272864C279,55.62942978592989,37.51661881475053,55.56712,37.48693
69,1761579,4069850,2018-09-18 08:22:39.0000000 +03:00,2018-09-18 09:19:18.0000000 +03:00,"Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",Россия,Москва,1761579,5EE3A642-0254-415C-94D0-43272864C279,55.6389,37.53858,55.71343,37.56949
70,1763837,4076656,2018-09-18 18:21:20.0000000 +03:00,2018-09-18 18:30:53.0000000 +03:00,"улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия","улица Миклухо-Маклая, Коньково, Москва, Россия",Россия,Москва,1763837,5EE3A642-0254-415C-94D0-43272864C279,55.63888,37.53846,55.63957,37.53761
71,1770169,4097415,2018-09-20 08:23:31.0000000 +03:00,2018-09-20 09:24:07.0000000 +03:00,"Коньково, Москва, Россия","Лужнецкая набережная 2/4 стр 1, Хамовники, Москва, Россия",Россия,Москва,1770169,5EE3A642-0254-415C-94D0-43272864C279,55.6389,37.5386,55.713,37.57009
72,1825102,4143775,2018-09-23 12:51:52.0000000 +03:00,2018-09-23 13:07:33.0000000 +03:00,"Профсоюзная улица 38, Черёмушки, Москва, Россия","Коньково, Москва, Россия",Россия,Москва,1825102,5EE3A642-0254-415C-94D0-43272864C279,55.6753854220017,37.559990116776675,55.63895,37.53886
73,1826167,4177957,2018-09-25 21:29:35.0000000 +03:00,2018-09-25 21:57:47.0000000 +03:00,"Кантемировская улица 12 корп 1, Москворечье-Сабурово, Москва, Россия","улица Миклухо-Маклая 40 корп 1, Коньково, Москва, Россия",Россия,Москва,1826167,5EE3A642-0254-415C-94D0-43272864C279,55.6383,37.67233,55.63893,37.53893
